"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1266","Arf5",4.6513016167875e-161,0.432723527057695,0.881,0.944,1.02682134492201e-156
"1267","Bdnf",1.27009363417253e-160,1.11803609921895,0.221,0.014,2.80385870679928e-156
"1268","Slc25a5",1.66725844079912e-160,0.458351170144693,0.783,0.864,3.68063973390814e-156
"1269","Nudt4",2.42066736386447e-160,0.483811465124294,0.487,0.555,5.34386527246721e-156
"1270","Ebf1",3.83170478911353e-160,0.441001488934904,0.608,0.702,8.45887149244703e-156
"1271","Rcl1",6.95388129455343e-160,0.416346947021999,0.302,0.265,1.53513883458562e-155
"1272","Fndc4",1.40496655988363e-159,0.376053512426585,0.285,0.282,3.10160417759911e-155
"1273","Acyp2",1.61813218643845e-159,0.335102918430743,0.282,0.283,3.57218861478153e-155
"1274","Noct",1.82575280449474e-159,-0.393993412061072,0.229,0.527,4.03053189120258e-155
"1275","Calm1",2.58641976487756e-159,0.624074990248258,0.979,0.985,5.70978027294371e-155
"1276","Fibin",4.14325295507644e-159,-0.445430911336101,0.056,0.277,9.14664522362676e-155
"1277","Prrc2c",7.70951734726141e-159,0.46627591670034,0.846,0.905,1.70195304958143e-154
"1278","Mapk6",1.24403235997585e-158,-0.392850261749165,0.29,0.6,2.74632583788268e-154
"1279","Stk39",1.76195943676439e-158,0.48540281322566,0.268,0.195,3.88970165260108e-154
"1280","Arhgef2",3.11085112615358e-158,0.340054725979477,0.286,0.304,6.86751494609665e-154
"1281","Uaca",4.39177911591756e-158,-0.285690954077495,0.313,0.598,9.6952915762996e-154
"1282","Ndn",8.11746410321145e-158,0.322884183699495,0.309,0.308,1.79201137542496e-153
"1283","Eea1",1.12623092563239e-157,0.31981206203756,0.635,0.749,2.48626739142605e-153
"1284","Ppard",2.05953583564213e-157,0.255454373004176,0.265,0.295,4.54663131076358e-153
"1285","Ncoa7",2.10585742968815e-157,0.793681268173773,0.32,0.168,4.64889086177956e-153
"1286","Nectin3",2.80558035537973e-157,0.257482362328912,0.34,0.415,6.1935991925363e-153
"1287","Stim1",5.80121344200064e-157,0.254000406953945,0.324,0.377,1.28067587945606e-152
"1288","Ywhaz",7.05964510418836e-157,0.531063139909417,0.919,0.935,1.55848725320062e-152
"1289","Spry2",1.04611445211646e-156,0.498586301023826,0.422,0.442,2.30940226449229e-152
"1290","Tle1",1.87833916731548e-156,0.37753201666969,0.348,0.352,4.14662154576566e-152
"1291","Rnf19b",4.81367277787024e-156,-0.334466422768614,0.372,0.679,1.06266640244263e-151
"1292","Tnfrsf12a",6.67789749340239e-156,-0.619486279233662,0.747,0.916,1.47421265064351e-151
"1293","Iqgap1",7.13132559369528e-156,-0.27983709690646,0.5,0.793,1.57431143806417e-151
"1294","Hnrnph1",1.63598109642133e-155,0.502221055381983,0.843,0.904,3.61159186845973e-151
"1295","Sobp",1.87988477415107e-155,0.278542370876639,0.321,0.38,4.1500336274159e-151
"1296","Pla2g4a",2.50323397048878e-155,0.537228693781994,0.418,0.345,5.52613931325104e-151
"1297","Lamb2",4.07435493473627e-155,-0.354893758585916,0.603,0.888,8.99454595392379e-151
"1298","Zfp516",7.3820287841904e-155,0.377189590243563,0.296,0.277,1.62965667439787e-150
"1299","Srsf7",9.16079406931646e-155,0.441626942927164,0.813,0.875,2.0223368987423e-150
"1300","Hspe1",2.3309133379982e-154,-0.325552089884915,0.589,0.879,5.14572428496483e-150
"1301","Ly96",2.85133956243238e-154,0.575992589312276,0.304,0.229,6.29461721802571e-150
"1302","Irx2",3.52467455709416e-154,0.261609554419904,0.347,0.43,7.78107155224107e-150
"1303","1500009L16Rik",3.62976801995684e-154,0.571432690837215,0.252,0.056,8.01307588085672e-150
"1304","Arl4a",4.0054425623236e-154,0.732411573040778,0.544,0.484,8.84241500058557e-150
"1305","Mir99ahg",8.96744828029592e-154,0.673554831706839,0.37,0.236,1.97965388235813e-149
"1306","Ank",1.10939606365602e-153,-0.886429435116455,0.398,0.709,2.44910275012702e-149
"1307","Gcnt2",1.2222046808238e-153,0.663354019979427,0.265,0.075,2.69813905338662e-149
"1308","Hk2",1.68142364814937e-153,0.779555761037888,0.729,0.711,3.71191084565456e-149
"1309","Kcnq1ot1",3.12702946049066e-153,-0.468582201991234,0.394,0.712,6.90323023697919e-149
"1310","Capn6",3.17906311853999e-153,-0.257049389522332,0.109,0.344,7.01809974048887e-149
"1311","Spire1",3.60465394652836e-153,0.316635925060531,0.347,0.393,7.957634052356e-149
"1312","Tnfrsf11b",6.20982987086608e-153,-0.76517449753821,0.164,0.452,1.37088204229239e-148
"1313","Adam19",1.06715327856787e-152,-0.305648134937372,0.098,0.334,2.35584757776642e-148
"1314","N4bp1",1.66274029029683e-152,0.381247421291791,0.275,0.243,3.67066546485928e-148
"1315","Mdk",2.74429912246899e-152,0.575145221964033,0.925,0.921,6.05831474276254e-148
"1316","Akap11",3.52074639555418e-152,0.270353617885782,0.337,0.402,7.7723997428254e-148
"1317","Sh2b3",7.81888643956316e-152,0.413889811640171,0.233,0.162,1.72609737039796e-147
"1318","Tap2",1.08687170592872e-151,0.351989840696128,0.274,0.238,2.39937797800823e-147
"1319","Tbc1d1",2.27645621802185e-151,0.275119244565214,0.306,0.374,5.02550474690503e-147
"1320","Runx1",8.06291394056763e-151,0.567820470131074,0.803,0.82,1.77996888151971e-146
"1321","Pdgfa",9.45356555175246e-151,0.27065487937041,0.334,0.454,2.08696913120487e-146
"1322","Oaz1",1.55865250448317e-150,0.478470614434992,0.993,0.99,3.44088126889704e-146
"1323","Trp53inp2",1.93780917625119e-150,0.323719074984377,0.261,0.25,4.27790753749213e-146
"1324","Ltbr",2.39552382732485e-150,0.253806927244298,0.265,0.282,5.28835840120234e-146
"1325","Scube1",2.45024379076178e-150,0.617540829079952,0.366,0.239,5.40915819248572e-146
"1326","Ckb",3.58828513201609e-150,-0.507030343545186,0.544,0.844,7.92149825743872e-146
"1327","Mospd1",4.53862209735182e-150,0.612860621614188,0.301,0.214,1.00194621421139e-145
"1328","Xbp1",1.13280206633273e-149,0.415613337134873,0.742,0.847,2.50077384163614e-145
"1329","Oxr1",1.20099316099987e-149,0.27275798436422,0.34,0.411,2.65131250222332e-145
"1330","Slc16a2",1.41406306041686e-149,0.451013190194922,0.35,0.276,3.12168561217625e-145
"1331","Socs4",1.55562773956077e-149,0.269979864987179,0.246,0.295,3.43420379785435e-145
"1332","Ell2",2.75052896859723e-149,0.465164950414433,0.514,0.561,6.07206775107525e-145
"1333","Irx1",5.45800360239853e-149,0.73145275273664,0.419,0.344,1.2049088752655e-144
"1334","C1s1",9.61655396005266e-149,0.295863216799702,0.574,0.646,2.12295045222122e-144
"1335","Fbln1",4.40270783381017e-148,-0.443362466504199,0.729,0.958,9.71941781391932e-144
"1336","Ankrd13c",4.54485672619814e-148,0.354323053608129,0.302,0.308,1.0033225708755e-143
"1337","Atg101",7.35636751606681e-148,0.380357568927503,0.27,0.241,1.62399169284691e-143
"1338","Tob1",8.0423693830344e-148,-0.283837754536327,0.214,0.476,1.77543346499867e-143
"1339","Trak1",2.75727320133575e-147,0.261755359022078,0.27,0.291,6.0869563192688e-143
"1340","Ppp1r10",4.05526204989391e-147,0.363983425184963,0.379,0.397,8.9523965013458e-143
"1341","Zfp703",5.73982638940774e-147,-0.316166475448244,0.409,0.705,1.26712407372565e-142
"1342","Notch1",6.16372184011635e-147,0.619791016734584,0.376,0.248,1.36070323342409e-142
"1343","Mras",8.78661100109466e-147,0.257025417273261,0.39,0.49,1.93973224460166e-142
"1344","Heg1",1.09491871736784e-146,0.517118710030204,0.319,0.224,2.41714256046125e-142
"1345","Gbp4",1.27029070695562e-146,0.816268889190468,0.197,0.011,2.80429376467522e-142
"1346","Fcgrt",1.41061922997485e-146,-0.312443995283922,0.691,0.94,3.11408301209248e-142
"1347","Birc3",2.17341134932186e-146,0.517313004929691,0.336,0.249,4.79802289476293e-142
"1348","F2r",2.24335419967836e-146,0.346901882632763,0.338,0.346,4.95242873120995e-142
"1349","Slfn9",4.1353745312479e-146,0.749181998897537,0.222,0.026,9.12925281518287e-142
"1350","Marcksl1",9.71985919383272e-146,0.789960767151808,0.474,0.315,2.14575611563051e-141
"1351","Dgkh",1.24656334292505e-145,0.58306908154468,0.327,0.21,2.75191323584134e-141
"1352","Rock1",1.26037452633473e-145,0.257583009046243,0.711,0.847,2.78240280433655e-141
"1353","Atp5g1",1.43126215319055e-145,-0.325607066095277,0.702,0.946,3.15965432938347e-141
"1354","Rpl37a",2.67664628868796e-145,-0.365016365614698,0.99,0.996,5.90896434690754e-141
"1355","Rel",2.81011071767936e-145,0.403551118370584,0.321,0.312,6.20360042034896e-141
"1356","Smad1",3.48687087529367e-145,0.283482038061751,0.297,0.341,7.69761614429832e-141
"1357","Jmy",4.86123851336357e-145,0.34374004479778,0.277,0.326,1.07316701421014e-140
"1358","Eml4",5.19750858134649e-145,0.290189884647027,0.385,0.465,1.14740199441805e-140
"1359","H2afz",5.41284960366346e-145,0.793820904344782,0.878,0.911,1.19494067850474e-140
"1360","Homer1",7.24475835558016e-145,0.377173056777856,0.344,0.39,1.59935285457788e-140
"1361","Dhx40",7.34773885021778e-145,0.275421591652994,0.256,0.272,1.62208682857408e-140
"1362","Plaur",8.86234738982658e-145,0.889512811196546,0.658,0.562,1.95645180977812e-140
"1363","Aftph",1.08730567558843e-144,0.286394071379341,0.245,0.27,2.40033600942903e-140
"1364","Lrrc32",1.78424642335221e-144,0.667771174534098,0.294,0.089,3.93890240419234e-140
"1365","Tnfaip2",3.27031702116928e-144,1.03098157532797,0.299,0.089,7.2195518559333e-140
"1366","Myd88",3.71408364841627e-144,0.411196981578624,0.377,0.352,8.19921106224375e-140
"1367","Slc3a2",4.02325358818551e-144,0.561254975400055,0.903,0.915,8.88173462127834e-140
"1368","Dut",4.9184542076313e-144,-0.325595145027386,0.143,0.386,1.08579795087669e-139
"1369","Cstb",5.75024718587256e-144,0.884979703401496,0.856,0.875,1.26942456875323e-139
"1370","Hs3st3a1",1.00059023186975e-143,0.42062452746289,0.303,0.265,2.20890299587565e-139
"1371","Sfr1",2.251991078349e-143,-0.294421345851786,0.703,0.945,4.97149550456326e-139
"1372","Osgin2",2.46453961754114e-143,0.317184177400034,0.229,0.224,5.44071765968383e-139
"1373","Rbm39",3.72740213904709e-143,0.429396201934688,0.909,0.96,8.22861296216035e-139
"1374","Rnf217",5.2715911088538e-143,0.276316793726597,0.3,0.351,1.16375645319057e-138
"1375","Rmst",6.51310016488665e-143,-0.266676546228459,0.019,0.18,1.43783199240038e-138
"1376","Ppp1r15a",1.34986930616919e-142,0.679564836301285,0.77,0.761,2.9799714802991e-138
"1377","Arl13b",3.04907561588953e-142,0.297012150655685,0.513,0.606,6.73113932963773e-138
"1378","Fnbp1l",4.18809862865004e-142,0.297015683830834,0.259,0.262,9.24564653260782e-138
"1379","Cyth3",8.08335940852553e-142,-0.406237021189732,0.64,0.905,1.7844824230261e-137
"1380","Pdlim3",2.16220998430861e-141,0.684025415149867,0.251,0.06,4.77329476135969e-137
"1381","Nfix",2.18992055802672e-141,-0.362697779037913,0.754,0.966,4.8344686238998e-137
"1382","Oaf",2.44081419001489e-141,-0.403040368300713,0.598,0.877,5.38834140587687e-137
"1383","Cox6b2",1.43265288785216e-140,0.515332330418196,0.377,0.287,3.16272451522242e-136
"1384","Ptges",1.664758566543e-140,0.658113097389567,0.567,0.603,3.67512101150033e-136
"1385","Sostdc1",2.78637016291674e-140,-0.503108525833075,0.145,0.409,6.15119077165499e-136
"1386","Tars",3.05427693997701e-140,-0.284256357118136,0.459,0.743,6.74262177269326e-136
"1387","Abhd5",5.55181836676472e-140,0.350316911876157,0.435,0.518,1.22561942264698e-135
"1388","Ngf",5.82017863261023e-140,0.980922348753699,0.476,0.36,1.28486263493503e-135
"1389","Atxn7",6.92321423917209e-140,0.305880456945767,0.293,0.314,1.52836877543963e-135
"1390","Hdlbp",9.2635906759519e-140,-0.396854729880948,0.745,0.959,2.04503027762314e-135
"1391","Psph",1.13586814447944e-139,-0.255515097868276,0.225,0.481,2.50754251575281e-135
"1392","Neat1",1.33684502442079e-139,-0.476183758524535,0.438,0.742,2.95121907591133e-135
"1393","Gnai2",1.38770594989458e-139,0.253185207205533,0.822,0.928,3.06349965498727e-135
"1394","Tgtp2",3.21227717037807e-139,0.55694924121685,0.174,0.005,7.09142308132662e-135
"1395","Ndrg1",7.2440280277735e-139,-0.567838898063613,0.489,0.789,1.59919162741128e-134
"1396","Itgav",1.42117229504185e-138,0.353335087479158,0.757,0.847,3.13737995853439e-134
"1397","Sept11",1.99471257343558e-138,-0.254395214839638,0.59,0.859,4.40352747711638e-134
"1398","Gas5",2.29986522881793e-138,-0.434834462137808,0.906,0.99,5.07718247913845e-134
"1399","Tank",4.2793077650253e-138,0.261444994992659,0.214,0.218,9.44699982206986e-134
"1400","Csrnp1",5.19885468169213e-138,0.441391019512364,0.418,0.387,1.14769915953035e-133
"1401","Cnn3",7.66598235351311e-138,0.274508585027921,0.811,0.926,1.69234226436155e-133
"1402","Clcf1",8.72471637184676e-138,-0.265716327634047,0.124,0.35,1.92606838624889e-133
"1403","Gucy1a1",9.53666554851721e-138,0.793428373970721,0.44,0.282,2.10531428649066e-133
"1404","Sash1",2.47332561567992e-137,0.314258287243687,0.325,0.357,5.46011362917498e-133
"1405","Samd9l",2.9568594395422e-137,0.562634003617758,0.294,0.199,6.52756289873337e-133
"1406","Nr2f2",3.68051303729544e-137,0.515734530514087,0.361,0.308,8.12510058113341e-133
"1407","Lgals3bp",7.56630480539482e-137,0.369685418349343,0.269,0.226,1.67033744883896e-132
"1408","Tmed2",8.46195720833925e-137,-0.312416317604513,0.733,0.956,1.86806167331297e-132
"1409","Zswim6",8.91559199937998e-137,0.37271293439224,0.454,0.489,1.96820608978312e-132
"1410","Fxyd1",1.66574844870803e-136,0.297686171227463,0.713,0.804,3.67730627536784e-132
"1411","Tmcc3",1.85850423348571e-136,0.611789607555404,0.382,0.235,4.10283394584306e-132
"1412","Tcp11l2",1.03847972888825e-135,0.292163858628771,0.3,0.314,2.29254784949371e-131
"1413","Col8a1",1.42747846339066e-135,-0.583337916448296,0.686,0.918,3.15130145578121e-131
"1414","Mrfap1",1.64694947642526e-135,0.363026120144753,0.864,0.937,3.63580566415641e-131
"1415","Cdc42",2.17948484718085e-135,0.365751060683592,0.904,0.96,4.81143074863645e-131
"1416","Smarca5",3.48215527848429e-135,0.399232636307351,0.832,0.914,7.68720599278193e-131
"1417","Stx11",3.6565923741726e-135,0.549314728820256,0.572,0.513,8.07229332522344e-131
"1418","Pdgfra",8.64383443101775e-135,0.5708975721753,0.675,0.682,1.90821288899148e-130
"1419","Psmb10",9.27755524733761e-135,0.458881016799874,0.267,0.154,2.04811309640225e-130
"1420","Trim56",2.45219479591009e-134,0.388250908441823,0.258,0.193,5.41346523145112e-130
"1421","Ror1",2.57160607270104e-134,0.397741037560104,0.292,0.223,5.67707756609483e-130
"1422","Tomm6",3.79321166972822e-134,0.313239848042296,0.851,0.934,8.37389408209201e-130
"1423","Nfkbia",4.30194124994358e-134,0.790512449493751,0.763,0.774,9.49696550337545e-130
"1424","Hs2st1",4.64057870748325e-134,0.442962134803582,0.331,0.287,1.024454155464e-129
"1425","Isy1",1.07123279978681e-133,0.328099971190597,0.225,0.224,2.36485352880935e-129
"1426","Btbd9",1.35316807489124e-133,0.312436083426901,0.256,0.24,2.9872538421299e-129
"1427","Sema4c",2.9766796805543e-133,0.68488565726778,0.228,0.061,6.57131806279167e-129
"1428","Gja1",3.39607096716336e-133,0.63766859688055,0.471,0.5,7.49716626710984e-129
"1429","Vcam1",4.88091377995334e-133,-0.784475770571752,0.41,0.711,1.0775105260625e-128
"1430","Ptger4",2.71978580723646e-132,0.619221006518436,0.243,0.045,6.00419914805522e-128
"1431","Col10a1",3.21742202061054e-132,0.781537693103203,0.179,0.008,7.10278085269983e-128
"1432","Gjb3",4.55983781984192e-132,-0.329269672106587,0.009,0.143,1.0066297971083e-127
"1433","Irf1",6.19307727965008e-132,1.10709772929433,0.333,0.135,1.36718374025555e-127
"1434","Tmem100",1.07887162258323e-131,0.723905779255358,0.23,0.048,2.38171699401474e-127
"1435","Ndrg2",1.85566384314057e-131,0.458248688604301,0.253,0.155,4.09656350011713e-127
"1436","Snapc1",2.05591093279101e-131,0.40709517482588,0.424,0.443,4.53862897522942e-127
"1437","Bin1",2.50504997494423e-131,0.384135325435353,0.253,0.218,5.53014832468689e-127
"1438","Chic2",2.60898809892066e-131,0.27806715705072,0.691,0.794,5.75960212717725e-127
"1439","Ptgir",3.49881491036998e-131,0.668150067575888,0.391,0.272,7.72398379613277e-127
"1440","F3",4.37769945970358e-131,-0.689515136651883,0.253,0.543,9.66420932724162e-127
"1441","Naalad2",1.2176762643916e-130,0.425717237656483,0.326,0.277,2.6881421212709e-126
"1442","Trib1",6.33995013481096e-130,0.504701849160052,0.623,0.622,1.39960739176087e-125
"1443","Cpm",7.10649395997757e-130,0.71499493581167,0.286,0.101,1.56882960660465e-125
"1444","4930523C07Rik",8.94268530673593e-130,0.622218462774579,0.326,0.224,1.97418720831502e-125
"1445","Phip",1.41460934614354e-129,0.269984830074823,0.259,0.311,3.12289159254649e-125
"1446","Cnbp",1.43269060503328e-129,0.399551120042281,0.9,0.944,3.16280777967146e-125
"1447","Il13ra1",1.4965448625951e-129,0.480681488929426,0.295,0.193,3.30377243866495e-125
"1448","Psma3",3.76660334616276e-129,0.26796440411987,0.848,0.932,8.3151535469889e-125
"1449","Tanc1",5.72051071330167e-129,0.271281972379681,0.199,0.211,1.26285994506848e-124
"1450","Foxs1",8.68756984070689e-129,-0.303487074483371,0.112,0.326,1.91786791803445e-124
"1451","Gm15726",9.80466003786386e-129,0.695510045629345,0.282,0.118,2.16447674995882e-124
"1452","Ssbp2",2.98178749362365e-128,0.282063536118315,0.247,0.234,6.58259407092357e-124
"1453","Igf1",5.55815155215077e-128,0.387893644381578,0.337,0.389,1.2270175366528e-123
"1454","Rap1gds1",7.70388529477772e-128,0.27304235778756,0.21,0.199,1.70070971767513e-123
"1455","Rassf1",1.36268699605536e-127,0.397570811036647,0.565,0.612,3.00826781249182e-123
"1456","Pop4",1.78676319255642e-127,0.256866659090931,0.202,0.243,3.94445842388755e-123
"1457","Atp1a2",2.82799705636129e-127,0.520262253567879,0.222,0.052,6.24308630162319e-123
"1458","Serping1",3.26502250041817e-127,-0.576695112431574,0.783,0.965,7.20786367192314e-123
"1459","Calr",5.28463332521828e-127,-0.372468767010252,0.789,0.971,1.16663565287519e-122
"1460","Hlf",6.53533025491746e-127,0.529132537814012,0.288,0.161,1.44273950707558e-122
"1461","Apod",8.55502933715495e-127,-0.637846504384766,0.494,0.781,1.88860827647033e-122
"1462","Mylip",8.81099676678311e-127,0.250362588039581,0.308,0.368,1.94511564623504e-122
"1463","Tle4",8.83178673775313e-127,0.266417306488117,0.22,0.247,1.94970524022638e-122
"1464","Sertad1",1.13302463404914e-126,0.274927015879043,0.405,0.463,2.50126518212688e-122
"1465","Gopc",1.42173809576366e-126,0.277430840067153,0.235,0.25,3.13862902020785e-122
"1466","Med24",1.46606819938118e-126,0.51329306703251,0.297,0.234,3.23649215695389e-122
"1467","Hes1",1.57679347077339e-126,0.781464879148184,0.61,0.547,3.48092926607933e-122
"1468","Fbln2",1.74833452428171e-126,-0.322258384451986,0.219,0.471,3.85962329580429e-122
"1469","Zbtb20",2.37275797704623e-126,0.464974773502044,0.898,0.948,5.23810051012726e-122
"1470","Spry1",3.67196512645179e-126,0.762105196868849,0.259,0.117,8.10623021315498e-122
"1471","Bcl3",1.96575116674098e-125,0.493827501366265,0.266,0.123,4.33959227569739e-121
"1472","Hivep1",4.33501905941039e-125,0.30255023079291,0.285,0.303,9.56998807555437e-121
"1473","Slc35g2",4.77480820962448e-125,0.545826560128971,0.175,0.016,1.0540866603567e-120
"1474","Pkdcc",4.80349635562591e-125,0.508247866213706,0.287,0.207,1.06041985546798e-120
"1475","Pgf",5.16570998667963e-125,0.993968437901855,0.429,0.201,1.1403821366594e-120
"1476","Ctsh",2.327423033716e-124,-0.45798066651768,0.581,0.848,5.13801908923145e-120
"1477","Zhx2",2.49430189605245e-124,0.289523961203847,0.227,0.214,5.50642086572539e-120
"1478","Arf4",2.74356730362905e-124,0.524492456647142,0.97,0.985,6.0566991794915e-120
"1479","Cd274",5.20323535688051e-124,0.809531231597299,0.228,0.049,1.14866623738494e-119
"1480","Cpxm1",6.23141532566514e-124,-0.959942652523888,0.635,0.854,1.37564724729384e-119
"1481","Prkab2",7.07008605041628e-124,0.278634133844232,0.282,0.305,1.5607921964899e-119
"1482","Slc15a3",8.44893670001443e-124,0.504401427503036,0.163,0.008,1.86518726589519e-119
"1483","Mlkl",1.49665887277236e-123,0.492569653417717,0.197,0.044,3.30402412753227e-119
"1484","Got1",9.91370496127362e-123,0.445618810263459,0.192,0.185,2.18854950725076e-118
"1485","Hipk2",1.62847939342845e-122,0.256183885441706,0.216,0.212,3.59503110893265e-118
"1486","Tec",2.03844787399094e-122,0.506181598446826,0.185,0.038,4.50007752662241e-118
"1487","Grasp",3.01973295617834e-122,0.379558641802936,0.267,0.275,6.6663624740593e-118
"1488","Bpgm",5.15030912387485e-122,-0.813292908698657,0.477,0.751,1.13698224218661e-117
"1489","Parp12",5.92515348357404e-122,0.445339937448131,0.225,0.093,1.30803688303381e-117
"1490","Ndufa13",8.65977478080984e-122,-0.309750706445937,0.794,0.974,1.91173188061158e-117
"1491","Gm21860",1.37913447181055e-121,0.673685882798381,0.297,0.153,3.04457725996896e-117
"1492","D10Wsu102e",1.59212895648621e-121,0.25430573405433,0.285,0.393,3.51478388433896e-117
"1493","Tet2",1.75173153100103e-121,0.286797900222703,0.263,0.256,3.86712252783788e-117
"1494","Uap1",3.09312601846605e-121,0.344509539794907,0.667,0.791,6.82838499836565e-117
"1495","Gphn",7.3413596338011e-121,0.313436175317524,0.186,0.14,1.62067855275793e-116
"1496","P2ry14",7.94382410891946e-121,0.489019394747863,0.16,0.008,1.75367861028506e-116
"1497","Anxa2",1.09515585402785e-120,-0.405643712586383,0.85,0.981,2.41766606335188e-116
"1498","Cacna2d1",1.28781714285116e-120,0.369666078102857,0.261,0.268,2.84298512455822e-116
"1499","Mid1ip1",3.12918810509485e-120,0.725936198999658,0.331,0.274,6.90799566080739e-116
"1500","Tmtc2",3.97482312527611e-120,0.44263600786241,0.17,0.022,8.77481953135955e-116
"1501","Dcbld2",5.07689031187283e-120,0.250164560911359,0.215,0.221,1.12077430524905e-115
"1502","Acyp1",5.31328579498974e-120,0.345160748442789,0.202,0.145,1.17296097210193e-115
"1503","Sh3bp5",5.42570784089075e-120,0.275558531127741,0.186,0.195,1.19777926295504e-115
"1504","Pml",6.82700325238401e-120,0.430170714267836,0.196,0.048,1.50712923799629e-115
"1505","Ube2s",2.03347247176161e-119,0.411780333208909,0.858,0.915,4.48909382866094e-115
"1506","Trim26",3.17713277832667e-119,0.290257657848149,0.198,0.167,7.01383832143397e-115
"1507","Ccnd2",3.58396507248125e-119,0.393590824155255,0.762,0.836,7.91196129400961e-115
"1508","Pitx2",3.61129417508593e-119,0.330054503068162,0.518,0.582,7.97229302091971e-115
"1509","Hgf",4.44804071736454e-119,0.658840604243289,0.237,0.082,9.81949468765395e-115
"1510","Mpp7",9.43368447933583e-119,0.369968739290829,0.2,0.215,2.08258018565818e-114
"1511","Ubald2",1.8771372583719e-118,0.311062329677419,0.264,0.269,4.1439682115818e-114
"1512","Daam2",2.00190507555314e-118,0.312940416530137,0.227,0.22,4.41940564479112e-114
"1513","Zfand5",2.01104596648064e-118,0.429145304973945,0.824,0.887,4.43958507560266e-114
"1514","Phf6",2.04200515647051e-118,0.396711994985805,0.223,0.16,4.5079305834243e-114
"1515","Tmem120a",4.32345421771689e-118,0.39014628734581,0.254,0.198,9.54445753103181e-114
"1516","Aldoa",6.25960873190916e-118,0.360678812156971,0.857,0.925,1.38187122365627e-113
"1517","Tgfbr3",1.07761320180825e-117,0.269168378126944,0.267,0.271,2.3789389043119e-113
"1518","Cxcl2",1.45042220069703e-117,2.83114442144814,0.173,0.012,3.20195205025875e-113
"1519","Nes",1.63565689223127e-117,0.628067832901849,0.279,0.127,3.61087615528974e-113
"1520","Rac1",7.10082811892175e-117,0.375242821055632,0.85,0.916,1.56757881553317e-112
"1521","Irx3",1.04081235223742e-116,0.480503222293138,0.24,0.216,2.29769734879932e-112
"1522","Klf4",1.56312529017335e-116,-0.536285979386288,0.653,0.888,3.45075539058669e-112
"1523","Ly6e",1.7381786484695e-116,0.30779746845807,0.35,0.389,3.83720318436127e-112
"1524","Spred1",9.55770985885811e-116,0.255432503760709,0.628,0.726,2.10996002844152e-111
"1525","Hmcn1",1.81115896786964e-115,-0.379322635694713,0.351,0.62,3.99831453746902e-111
"1526","Pdpn",3.48601970441305e-115,0.32416245239565,0.758,0.86,7.69573709946226e-111
"1527","Mif",8.17846391867536e-114,0.379839330980633,0.684,0.757,1.80547769468677e-109
"1528","Chst2",1.33040904172659e-113,0.486740363787304,0.318,0.22,2.93701100051562e-109
"1529","Sox9",2.02449864370834e-113,0.818616545653481,0.601,0.528,4.46928320585054e-109
"1530","Ccl2",2.41072183698236e-113,2.1414090899286,0.453,0.238,5.32190952732226e-109
"1531","Arhgap42",3.68706523797897e-113,0.346146248802486,0.238,0.187,8.13956521936237e-109
"1532","Znfx1",4.60930976049643e-113,0.450404447963128,0.237,0.125,1.01755122272719e-108
"1533","Slc25a25",5.88741780469195e-113,0.452388912473281,0.276,0.196,1.29970635456379e-108
"1534","Adora2b",6.8041662470507e-113,0.468055954756874,0.177,0.028,1.50208774069891e-108
"1535","Nr4a1",7.88025250567655e-113,0.800623115835781,0.56,0.467,1.73964454315316e-108
"1536","Ptgs2os",2.04525562029881e-112,0.530408259265495,0.261,0.154,4.51510630737166e-108
"1537","Tubb4a",2.93694050589435e-112,0.483147186572761,0.135,0.002,6.48358986081236e-108
"1538","Stom",3.07312460866369e-112,0.523693358256616,0.258,0.126,6.78422988608595e-108
"1539","Pgam1",3.26944503515375e-112,-0.274672506685399,0.654,0.888,7.21762685960541e-108
"1540","Bex1",1.06593517871452e-111,0.606718787821538,0.159,0.011,2.35315850053018e-107
"1541","Pde10a",1.36787197123412e-111,0.541976284988904,0.178,0.026,3.01971416369644e-107
"1542","Elmod2",2.62173635820131e-111,0.373393660292744,0.197,0.117,5.78774518436521e-107
"1543","Pcsk1n",3.29202662449779e-111,0.744059682222392,0.176,0.021,7.26747797624131e-107
"1544","Msn",3.95746514531482e-111,-0.252018568584097,0.49,0.738,8.736500054797e-107
"1545","Abcg2",7.73105723348164e-111,0.301596695730704,0.204,0.163,1.70670819486341e-106
"1546","Foxf2",1.06300744123616e-110,0.360359453991004,0.226,0.149,2.34669522727295e-106
"1547","Plekhf1",1.06390829972191e-110,0.255171510813189,0.212,0.216,2.3486839624661e-106
"1548","Csf1",1.41639987034069e-110,-0.825634607737253,0.36,0.633,3.1268443537641e-106
"1549","Stk17b",2.02213800916061e-110,-0.3117523630257,0.215,0.447,4.46407186902296e-106
"1550","Il4ra",2.88732903567949e-110,0.388254685854886,0.309,0.303,6.37406757916605e-106
"1551","Ifit2",4.10054436343363e-110,0.685108362991112,0.292,0.138,9.05236173671609e-106
"1552","Tmem51",5.03074101406608e-110,0.460300109345852,0.206,0.057,1.11058638626523e-105
"1553","Glrx",1.0570363923353e-109,0.575227741545468,0.36,0.326,2.33351353971942e-105
"1554","Has2",1.29779395425576e-109,0.742563582785219,0.192,0.025,2.86500993341502e-105
"1555","Lamp1",1.40149645674358e-109,-0.252573300211331,0.788,0.968,3.09394357790712e-105
